BookingID,hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,no_of_weekend_nights,no_of_week_nights,no_of_adults,no_of_children,babies,type_of_meal_plan,country,market_segment_type,distribution_channel,room_type_reserved,assigned_room_type,booking_changes,deposit_type,agent,customer_type,avg_price_per_room,required_car_parking_space,no_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,arrival_date,"Total Guests",empID
320,"Resort Hotel",0,31,2015,7,29,12,2,5,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",243,Transient,123,0,0,Check-Out,2015-07-19,"Taylor Gordon",TaylorGordon94@zoho.com,458-613-5796,************2456,2015-07-12,2,320
321,"Resort Hotel",1,51,2015,7,29,12,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",241,Transient,105.71,0,0,Canceled,2015-03-07,"Adam Blackwell",Adam.B77@yahoo.com,221-635-5515,************8772,2015-07-12,2,321
322,"Resort Hotel",0,48,2015,7,29,12,2,5,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",243,Transient,123,0,1,Check-Out,2015-07-19,"Arthur Evans",Arthur_Evans@comcast.net,771-489-6681,************6974,2015-07-12,2,322
323,"Resort Hotel",0,59,2015,7,29,12,2,5,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,144.43,1,2,Check-Out,2015-07-19,"Hunter Adkins",Hunter_Adkins97@att.com,378-088-8124,************7836,2015-07-12,2,323
324,"Resort Hotel",1,97,2015,7,29,12,3,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,126,0,1,Canceled,2015-06-19,"Kyle Brown",Kyle_Brown@verizon.com,794-954-2976,************3719,2015-07-12,2,324
325,"Resort Hotel",0,12,2015,7,29,12,4,5,2,0,0,"Half Board",FRA,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,148.3,1,2,Check-Out,2015-07-21,"Rebecca Pittman",Rebecca_P@yandex.com,253-746-5468,************3124,2015-07-12,2,325
326,"Resort Hotel",0,64,2015,7,29,12,4,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,125.22,0,1,Check-Out,2015-07-21,"Mrs. Peggy Martinez DVM",Mrs.DVM54@outlook.com,388-997-8210,************1232,2015-07-12,2,326
327,"Resort Hotel",0,31,2015,7,29,12,4,7,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",243,Transient,123,0,0,Check-Out,2015-07-23,"Rachel Dillon",Rachel_D@aol.com,948-815-9694,************7515,2015-07-12,2,327
328,"Resort Hotel",0,59,2015,7,29,12,4,7,2,0,0,"Half Board",GBR,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",243,Contract,130,1,1,Check-Out,2015-07-23,"Nancy White",NancyWhite@att.com,463-553-9686,************9376,2015-07-12,2,328
329,"Resort Hotel",1,55,2015,7,29,12,4,10,2,10,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,2,"No Deposit",8,Contract,133.16,0,1,No-Show,2015-12-07,"Jamie Ramirez",Ramirez_Jamie22@aol.com,268-823-5667,************7600,2015-07-12,12,329
330,"Resort Hotel",0,81,2015,7,29,12,2,5,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",147,Transient,78.84,0,0,Check-Out,2015-07-19,"Maxwell Adams",Adams_Maxwell@outlook.com,748-235-2793,************6352,2015-07-12,2,330
331,"Resort Hotel",0,1,2015,7,29,12,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,80.1,0,0,Check-Out,2015-07-13,"Donald Hamilton",DHamilton@zoho.com,377-326-9224,************9307,2015-07-12,2,331
332,"Resort Hotel",0,34,2015,7,29,12,2,0,2,2,0,"Bed and Breakfass",BEL,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,193,0,1,Check-Out,2015-07-14,"Ronald Alvarez",Alvarez_Ronald@yandex.com,712-213-1509,************6596,2015-07-12,4,332
333,"Resort Hotel",0,13,2015,7,29,12,2,0,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,88.2,0,0,Check-Out,2015-07-14,"John Petersen",John_P@verizon.com,863-704-8985,************8778,2015-07-12,2,333
334,"Resort Hotel",0,40,2015,7,29,12,2,0,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,F,E,0,"No Deposit",241,Transient,90.71,0,0,Check-Out,2015-07-14,"Samuel Nguyen",Samuel.Nguyen23@verizon.com,621-145-7070,************3557,2015-07-12,2,334
335,"Resort Hotel",0,1,2015,7,29,12,2,0,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,B,0,"No Deposit",240,Transient,114.5,0,1,Check-Out,2015-07-14,"Justin Carter",JCarter47@mail.com,184-296-7379,************3146,2015-07-12,2,335
336,"Resort Hotel",0,34,2015,7,29,12,2,0,2,0,0,"Bed and Breakfass",BEL,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.2,0,1,Check-Out,2015-07-14,"Ronald Donovan",RDonovan@verizon.com,303-770-7261,************3876,2015-07-12,2,336
337,"Resort Hotel",0,88,2015,7,29,12,2,1,2,0,0,"Bed and Breakfass",ITA,"Offline TA/TO",TA/TO,D,D,1,"No Deposit",8,Contract,79.5,0,0,Check-Out,2015-07-15,"Jon Smith DDS",JonDDS@outlook.com,776-802-7867,************8481,2015-07-12,2,337
338,"Resort Hotel",0,9,2015,7,29,12,2,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,117.9,0,3,Check-Out,2015-07-15,"John Miller",JohnMiller90@gmail.com,789-680-3015,************9519,2015-07-12,2,338
339,"Resort Hotel",1,24,2015,7,29,12,2,1,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,128,0,0,Canceled,2015-06-22,"Charles Taylor",Charles_Taylor@gmail.com,726-694-8069,************3793,2015-07-12,2,339
340,"Resort Hotel",0,97,2015,7,29,12,2,2,2,0,0,"Bed and Breakfass",FRA,"Offline TA/TO",TA/TO,A,D,0,"No Deposit",6,Transient,90.95,0,0,Check-Out,2015-07-16,"Bryan Phillips",Bryan.P@aol.com,882-418-3762,************7080,2015-07-12,2,340
341,"Resort Hotel",0,60,2015,7,29,12,2,2,2,0,1,"Bed and Breakfass",FIN,"Online TA",TA/TO,E,E,2,"No Deposit",240,Transient,107,0,2,Check-Out,2015-07-16,"Gregory Gilbert",GGilbert@yandex.com,662-975-7938,************9238,2015-07-12,2,341
342,"Resort Hotel",0,100,2015,7,29,12,2,2,2,2,0,"Bed and Breakfass",CN,Direct,Direct,G,G,0,"No Deposit",250,Transient,130.05,1,1,Check-Out,2015-07-16,"Linda Henry",Henry.Linda@gmail.com,563-683-3669,************4859,2015-07-12,4,342
343,"Resort Hotel",0,50,2015,7,29,12,2,3,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",156,Contract,123,0,0,Check-Out,2015-07-17,"Dominique Weber",Dominique.Weber@verizon.com,164-956-4026,************1008,2015-07-12,2,343
344,"Resort Hotel",1,47,2015,7,29,12,2,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,F,F,0,"No Deposit",241,Transient,103.8,0,0,No-Show,2015-12-07,"Brianna Sullivan",Brianna.S86@xfinity.com,851-650-1614,************4355,2015-07-12,2,344
345,"Resort Hotel",0,8,2015,7,29,12,2,3,2,2,0,"Bed and Breakfass",IRL,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,196,0,1,Check-Out,2015-07-17,"Johnathan Richards",JohnathanRichards30@att.com,518-499-7742,************5562,2015-07-12,4,345
346,"Resort Hotel",0,34,2015,7,29,12,2,3,2,0,0,"Half Board",ESP,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,149.4,1,0,Check-Out,2015-07-17,"Jonathan Riley",Riley.Jonathan@mail.com,487-119-8429,************6312,2015-07-12,2,346
347,"Resort Hotel",0,47,2015,7,29,13,2,5,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,175.71,0,0,Check-Out,2015-07-20,"Brandon Villegas",Villegas_Brandon@xfinity.com,187-274-2464,************6654,2015-07-13,2,347
348,"Resort Hotel",0,115,2015,7,29,13,2,5,2,0,1,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,1,"No Deposit",134,Transient-Party,119.7,0,2,Check-Out,2015-07-20,"Jennifer Moody",Jennifer.Moody@att.com,277-109-7026,************4022,2015-07-13,2,348
349,"Resort Hotel",1,79,2015,7,29,13,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,100.86,0,1,Canceled,2015-05-13,"Gary Boyle",Gary.B@yahoo.com,382-657-4702,************5163,2015-07-13,2,349
350,"Resort Hotel",0,91,2015,7,29,13,2,5,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,100.86,0,0,Check-Out,2015-07-20,"David Dyer",Dyer.David@yandex.com,347-074-0787,************2368,2015-07-13,2,350
351,"Resort Hotel",0,98,2015,7,29,13,1,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient-Party,82,0,3,Check-Out,2015-07-15,"Bryan Brown",BBrown@yahoo.com,585-554-3149,************3672,2015-07-13,2,351
352,"Resort Hotel",0,109,2015,7,29,13,1,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,73.8,0,1,Check-Out,2015-07-15,"Brittney West",Brittney_West@outlook.com,806-751-8607,************3613,2015-07-13,2,352
353,"Resort Hotel",0,0,2015,7,29,13,1,1,2,0,0,"Bed and Breakfass",AUS,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,117.9,1,0,Check-Out,2015-07-15,"Robert Serrano",Serrano_Robert@outlook.com,752-827-6726,************7468,2015-07-13,2,353
354,"Resort Hotel",0,98,2015,7,29,13,1,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient-Party,82,0,3,Check-Out,2015-07-15,"James Palmer",James.Palmer54@hotmail.com,137-613-1969,************6871,2015-07-13,2,354
355,"Resort Hotel",0,0,2015,7,29,13,1,1,4,0,0,"Bed and Breakfass",PRT,Direct,Direct,L,H,0,"No Deposit",0,Transient,150,0,0,Check-Out,2015-07-15,"Micheal Randolph",MichealRandolph@comcast.net,533-493-2373,************2161,2015-07-13,4,355
356,"Resort Hotel",0,9,2015,7,29,13,1,1,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,161,1,2,Check-Out,2015-07-15,"Shannon Wilcox",Shannon_W89@yandex.com,325-997-9199,************4597,2015-07-13,2,356
357,"Resort Hotel",0,62,2015,7,29,13,1,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",147,Transient,64,0,2,Check-Out,2015-07-15,"Brian Brown",Brown_Brian28@protonmail.com,382-628-6300,************8822,2015-07-13,2,357
358,"Resort Hotel",1,45,2015,7,29,13,1,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,123,0,0,Canceled,2015-06-18,"Kenneth Powell",Kenneth_Powell16@mail.com,351-769-8315,************7596,2015-07-13,2,358
359,"Resort Hotel",0,42,2015,7,29,13,1,2,2,0,0,"Bed and Breakfass",USA,"Online TA",TA/TO,D,E,0,"No Deposit",240,Transient,110,1,0,Check-Out,2015-07-16,"Maria Murray",MariaMurray@yandex.com,896-837-3430,************2686,2015-07-13,2,359
360,"Resort Hotel",0,54,2015,7,29,13,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,88.2,1,1,Check-Out,2015-07-16,"Jennifer Villegas",JVillegas@xfinity.com,637-854-4910,************9123,2015-07-13,2,360
361,"Resort Hotel",0,51,2015,7,29,13,1,2,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,130,1,0,Check-Out,2015-07-16,"Joseph Marshall",Marshall_Joseph@yandex.com,726-013-2955,************5137,2015-07-13,2,361
362,"Resort Hotel",0,54,2015,7,29,13,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,88.2,0,1,Check-Out,2015-07-16,"Alexander Allen",Allen.Alexander@comcast.net,126-088-3319,************1553,2015-07-13,2,362
363,"Resort Hotel",0,58,2015,7,29,13,1,2,2,0,0,"Half Board",ESP,Direct,Direct,E,F,2,"No Deposit",250,Transient,165,1,1,Check-Out,2015-07-16,"Johnny Brooks",Brooks_Johnny44@hotmail.com,263-807-8149,************4594,2015-07-13,2,363
364,"Resort Hotel",0,0,2015,7,29,13,1,3,1,0,0,"Bed and Breakfass",PRT,Corporate,Corporate,A,A,0,"No Deposit",167,Transient,114,0,0,Check-Out,2015-07-17,"Alicia Jackson",Jackson_Alicia65@hotmail.com,356-087-2004,************4064,2015-07-13,1,364
365,"Resort Hotel",1,60,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",15,Transient,79.5,0,0,Canceled,2015-06-24,"Teresa Moore",TeresaMoore86@protonmail.com,919-581-2832,************4132,2015-07-13,2,365
366,"Resort Hotel",1,321,2015,7,29,13,1,4,2,0,0,"Half Board",PRT,Direct,TA/TO,A,A,0,"No Deposit",240,Transient,132.8,0,1,Canceled,2015-05-03,"Teresa Campbell",Campbell.Teresa@verizon.com,106-766-0848,************2254,2015-07-13,2,366
367,"Resort Hotel",0,40,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",ESP,Direct,Direct,D,D,0,"No Deposit",250,Transient,120,0,2,Check-Out,2015-07-18,"Richard Trevino",Trevino.Richard80@zoho.com,864-641-3360,************1304,2015-07-13,2,367
368,"Resort Hotel",1,51,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",156,Contract,79.5,0,0,Canceled,2015-05-23,"Roger Johnson",Roger_J@protonmail.com,935-381-8233,************3314,2015-07-13,2,368
369,"Resort Hotel",0,38,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,E,0,"No Deposit",0,Transient,120,0,0,Check-Out,2015-07-18,"Jamie Johnson",JamieJohnson52@comcast.net,784-166-3367,************7084,2015-07-13,2,369
370,"Resort Hotel",1,75,2015,7,29,13,1,4,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,144.2,0,1,Canceled,2015-06-22,"Thomas Todd",Thomas.Todd@outlook.com,637-141-1710,************5093,2015-07-13,2,370
371,"Resort Hotel",0,101,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,107.2,0,0,Check-Out,2015-07-18,"Debra Cabrera",Cabrera_Debra@aol.com,268-812-1776,************4835,2015-07-13,2,371
372,"Resort Hotel",1,42,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,120,0,0,Canceled,2015-01-06,"Anthony Lewis Jr.",Anthony.J@gmail.com,800-613-9844,************4699,2015-07-13,2,372
373,"Resort Hotel",0,40,2015,7,29,13,1,4,2,0,0,"Bed and Breakfass",ESP,Direct,Direct,D,D,0,"No Deposit",250,Transient,120,0,2,Check-Out,2015-07-18,"Steven Smith",Smith_Steven@verizon.com,905-344-3651,************7008,2015-07-13,2,373
374,"Resort Hotel",0,109,2015,7,29,13,1,4,3,0,0,"Half Board",PRT,Direct,Direct,E,E,0,"No Deposit",0,Transient,163.8,0,1,Check-Out,2015-07-18,"Alexander Mejia",AMejia@gmail.com,233-782-4970,************1870,2015-07-13,3,374
375,"Resort Hotel",1,81,2015,7,29,13,1,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,98.5,0,2,Canceled,2015-04-24,"Ethan Salas",Salas_Ethan88@hotmail.com,885-995-2297,************2357,2015-07-13,2,375
376,"Resort Hotel",1,98,2015,7,29,13,1,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,130.5,0,0,Canceled,2015-12-05,"Daniel Malone",Daniel.Malone@zoho.com,617-541-7611,************8232,2015-07-13,2,376
377,"Resort Hotel",0,32,2015,7,29,13,1,5,1,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,D,C,2,"No Deposit",300,Transient,153,0,0,Check-Out,2015-07-19,"Dustin Luna",Luna_Dustin@comcast.net,506-258-0734,************9091,2015-07-13,1,377
378,"Resort Hotel",0,72,2015,7,29,13,1,5,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,98.5,0,2,Check-Out,2015-07-19,"Robert Leonard",Robert_Leonard@outlook.com,893-906-1359,************8429,2015-07-13,2,378
379,"Resort Hotel",0,115,2015,7,29,13,2,5,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",134,Transient-Party,119.7,0,2,Check-Out,2015-07-20,"Michael Adams",Adams.Michael@xfinity.com,576-225-1878,************9661,2015-07-13,2,379
380,"Resort Hotel",0,118,2015,7,29,13,2,5,2,0,0,"Full Board",PRT,Direct,Direct,D,D,0,"No Deposit",250,Transient,184.6,0,1,Check-Out,2015-07-20,"Jennifer Hayes",Hayes.Jennifer18@verizon.com,824-734-2920,************8519,2015-07-13,2,380
381,"Resort Hotel",0,81,2015,7,29,13,2,5,2,1,0,"Half Board",ESP,Direct,Direct,E,E,0,"No Deposit",250,Transient,181.22,0,2,Check-Out,2015-07-20,"Kevin Chang",Chang_Kevin@att.com,332-337-4802,************7548,2015-07-13,3,381
382,"Resort Hotel",1,95,2015,7,29,13,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,100.86,0,1,Canceled,2015-04-15,"Joanna Schmidt",Joanna.Schmidt38@outlook.com,125-614-2098,************9712,2015-07-13,2,382
383,"Resort Hotel",0,16,2015,7,29,13,1,0,2,0,0,"Bed and Breakfass",ROU,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,100.2,1,3,Check-Out,2015-07-14,"Ronald Richard",Ronald_R@xfinity.com,872-748-4584,************1399,2015-07-13,2,383
384,"Resort Hotel",0,56,2015,7,29,13,1,3,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,134.25,1,0,Check-Out,2015-07-17,"Monica Gibbs",Monica.G@att.com,662-170-0797,************7513,2015-07-13,2,384
385,"Resort Hotel",0,88,2015,7,29,13,3,5,2,0,0,"Bed and Breakfass",FIN,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",8,Contract,96.3,0,0,Check-Out,2015-07-21,"James Deleon",James.D44@xfinity.com,635-151-1680,************1569,2015-07-13,2,385
386,"Resort Hotel",0,41,2015,7,29,13,3,6,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,D,D,0,"No Deposit",147,Transient,83.09,0,2,Check-Out,2015-07-22,"Shannon Cook",Shannon.C80@protonmail.com,489-190-8501,************6613,2015-07-13,2,386
387,"Resort Hotel",1,40,2015,7,29,14,0,1,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",171,Transient,105.5,0,0,Canceled,2015-03-07,"Maria French",French_Maria94@gmail.com,425-626-1279,************9297,2015-07-14,2,387
388,"Resort Hotel",0,1,2015,7,29,14,0,1,1,0,0,"Bed and Breakfass",PRT,Corporate,Corporate,A,A,0,"No Deposit",0,Transient,134,0,0,Check-Out,2015-07-15,"Stephanie Williams",Stephanie.W83@gmail.com,927-634-9275,************3887,2015-07-14,1,388
389,"Resort Hotel",0,1,2015,7,29,14,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,2,"No Deposit",240,Transient,8,0,1,Check-Out,2015-07-15,"Barbara Gomez",Barbara_Gomez56@outlook.com,578-560-8202,************9731,2015-07-14,2,389
390,"Resort Hotel",0,1,2015,7,29,14,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,1,"No Deposit",240,Transient,146,1,1,Check-Out,2015-07-16,"Julian Tucker",Julian_T58@gmail.com,151-001-7822,************6479,2015-07-14,2,390
391,"Resort Hotel",1,76,2015,7,29,14,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,126,0,2,Canceled,2015-05-27,"Sheena Humphrey",Sheena.Humphrey83@xfinity.com,913-003-3861,************3937,2015-07-14,2,391
392,"Resort Hotel",0,0,2015,7,29,14,0,4,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,111.15,0,1,Check-Out,2015-07-18,"Mr. Jeffrey Thompson DDS",Mr._D@yahoo.com,201-901-1525,************2348,2015-07-14,2,392
393,"Resort Hotel",0,49,2015,7,29,14,0,5,2,0,0,"Bed and Breakfass",POL,"Online TA",TA/TO,E,F,1,"No Deposit",240,Transient,136.2,0,2,Check-Out,2015-07-19,"Jessica Johnson",Jessica.Johnson@aol.com,113-143-0063,************6035,2015-07-14,2,393
394,"Resort Hotel",0,76,2015,7,29,14,0,5,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,0,"No Deposit",250,Transient,101.8,0,0,Check-Out,2015-07-19,"Michael Nguyen",Nguyen_Michael@att.com,688-631-2814,************9987,2015-07-14,2,394
395,"Resort Hotel",0,73,2015,7,29,14,1,5,2,0,0,"Half Board",PRT,Direct,Direct,A,A,0,"No Deposit",0,Transient-Party,127,0,1,Check-Out,2015-07-20,"Carol Bowen",Bowen_Carol59@outlook.com,485-581-8769,************6277,2015-07-14,2,395
396,"Resort Hotel",0,73,2015,7,29,14,1,5,2,1,0,"Half Board",PRT,Direct,Direct,E,E,0,"No Deposit",0,Transient-Party,161.5,0,2,Check-Out,2015-07-20,"Lisa Fields MD",Lisa.M@yahoo.com,263-372-7831,************4615,2015-07-14,3,396
397,"Resort Hotel",0,317,2015,7,29,14,1,5,2,2,0,"Half Board",PRT,Direct,TA/TO,H,G,1,"No Deposit",240,Transient,230.67,1,2,Check-Out,2015-07-20,"Lauren Cain",Cain_Lauren@comcast.net,390-655-9656,************1118,2015-07-14,4,397
398,"Resort Hotel",1,112,2015,7,29,14,2,5,1,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,65.7,0,1,Canceled,2015-06-04,"Christine Norman",Norman_Christine@comcast.net,296-862-9904,************3501,2015-07-14,1,398
399,"Resort Hotel",0,6,2015,7,29,14,2,5,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,180,1,2,Check-Out,2015-07-21,"Michael Anderson",Michael_A50@protonmail.com,248-242-1858,************2171,2015-07-14,2,399
400,"Resort Hotel",0,8,2015,7,29,14,2,5,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,168.57,0,1,Check-Out,2015-07-21,"Christopher Holder",ChristopherHolder30@aol.com,636-727-3303,************4769,2015-07-14,2,400
401,"Resort Hotel",1,96,2015,7,29,14,2,7,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",242,Transient,107.67,0,1,Canceled,2015-11-04,"Donald Jones",Donald.Jones24@mail.com,685-906-6304,************5857,2015-07-14,2,401
402,"Resort Hotel",1,96,2015,7,29,14,2,7,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,96.9,0,1,Canceled,2015-11-04,"Lindsay Martinez DVM",Lindsay.D21@yahoo.com,744-161-3675,************9389,2015-07-14,2,402
403,"Resort Hotel",0,99,2015,7,29,14,2,7,2,0,0,"Bed and Breakfass",IRL,Direct,Direct,A,A,0,"No Deposit",0,Transient,107,0,1,Check-Out,2015-07-23,"Michael Rodriguez",Michael_R@comcast.net,937-255-4154,************5080,2015-07-14,2,403
404,"Resort Hotel",0,66,2015,7,29,14,2,9,2,0,0,"Bed and Breakfass",IRL,"Online TA",TA/TO,A,B,0,"No Deposit",147,Transient,73.41,0,0,Check-Out,2015-07-25,"Mr. Joseph Horne",MHorne@zoho.com,818-312-8127,************8696,2015-07-14,2,404
405,"Resort Hotel",0,38,2015,7,29,14,4,10,2,0,0,"Half Board",SWE,"Online TA",TA/TO,D,D,0,"No Deposit",241,Transient,109.9,0,2,Check-Out,2015-07-28,"Kyle Perez",Kyle.P@protonmail.com,352-342-5014,************4180,2015-07-14,2,405
406,"Resort Hotel",0,38,2015,7,29,14,4,10,2,0,0,"Half Board",SWE,"Online TA",TA/TO,D,D,1,"No Deposit",241,Transient,109.9,0,2,Check-Out,2015-07-28,"Wendy Moore MD",WMD55@comcast.net,382-524-0142,************8537,2015-07-14,2,406
407,"Resort Hotel",0,113,2015,7,29,14,4,11,3,0,0,"Bed and Breakfass",PRT,Direct,Direct,H,H,1,"No Deposit",0,Transient,187.5,1,3,Check-Out,2015-07-29,"James Cobb",JamesCobb@xfinity.com,322-920-5616,************9702,2015-07-14,3,407
408,"Resort Hotel",0,0,2015,7,29,14,0,1,1,0,0,"Bed and Breakfass",PRT,Corporate,Corporate,A,C,0,"No Deposit",0,Transient,134,0,0,Check-Out,2015-07-15,"Brian Chang",Brian.Chang@yandex.com,178-366-4362,************1565,2015-07-14,1,408
409,"Resort Hotel",1,62,2015,7,29,15,0,3,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",171,Transient,91.5,0,0,Canceled,2015-03-07,"Michael King",Michael.King@aol.com,789-808-1750,************2985,2015-07-15,2,409
410,"Resort Hotel",1,39,2015,7,29,15,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,132.44,0,0,Canceled,2015-06-27,"Samuel Holmes",Holmes_Samuel34@zoho.com,306-367-8014,************1333,2015-07-15,2,410
411,"Resort Hotel",0,37,2015,7,29,15,2,4,2,0,0,"Half Board",POL,"Online TA",TA/TO,D,D,0,"No Deposit",241,Transient,106.9,0,0,Check-Out,2015-07-21,"Joseph Rogers MD",Joseph_MD94@outlook.com,131-388-6677,************4175,2015-07-15,2,411
412,"Resort Hotel",1,58,2015,7,29,15,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,131.86,0,0,Canceled,2015-06-25,"Zachary Lara",Zachary.L@protonmail.com,973-213-3367,************7986,2015-07-15,2,412
413,"Resort Hotel",0,37,2015,7,29,15,2,6,2,2,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,216.13,1,0,Check-Out,2015-07-23,"Juan Robles",Robles.Juan@att.com,282-222-5284,************2697,2015-07-15,4,413
414,"Resort Hotel",0,57,2015,7,29,15,0,2,2,0,0,"Full Board",PRT,Groups,Direct,A,C,0,"No Deposit",305,Transient-Party,107,0,0,Check-Out,2015-07-17,"Brandi Martin",Martin.Brandi90@hotmail.com,666-195-9194,************6151,2015-07-15,2,414
